restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
Bazaar - Zone By The Park,Casual Dining,4.0,415,1400.0,No,Yes,"Continental, South Indian, North Indian, Asian",Electronic City,Electronic City,700.0,Average
Bazaar- Zone By The Park,Casual Dining,3.8,52,1100.0,No,Yes,"Continental, South Indian, North Indian, Asian",Brigade Road,Infantry Road,550.0,Average
Bbcue Whitefield,Fine Dining,3.5,8,2400.0,No,No,Continental,Whitefield,Whitefield,1200.0,Average
Bbq King,Casual Dining,3.4,6,400.0,No,No,"Fast Food, Chinese, Burger, Hot Dogs, Sandwich",Brookefield,Marathahalli,200.0,Average
Bbq Ride 46,Food Truck,3.4,7,200.0,Yes,No,Bbq,Bannerghatta Road,South Bangalore,100.0,Average
Bbq@52,Casual Dining,3.7,41,1500.0,No,Yes,"Bbq, Biryani, Continental",Church Street,Mg Road,750.0,Average
Bbq'D - Global Grill & Brewery,"Casual Dining, Microbrewery",4.3,456,1500.0,No,No,"Bbq, North Indian",Brigade Road,Lavelle Road,750.0,Excellent
Bbxr,Delivery,3.5,11,400.0,No,No,"Biryani, Kebab",Brookefield,Marathahalli,200.0,Average
Bdbd Banashri Davangere Benne Dose Hotel,Quick Bites,3.7,16,150.0,Yes,No,South Indian,Rajajinagar,Vijay Nagar,75.0,Average
Beach Hut,Casual Dining,3.5,134,650.0,No,No,"North Indian, Chinese",Jayanagar,Jp Nagar,325.0,Average
Bean D'Er Cafe,Quick Bites,3.4,8,250.0,Yes,No,"Tamil, Fast Food",Jp Nagar,Jp Nagar,125.0,Average
Bean Flickers,Cafe,4.3,391,700.0,Yes,No,"Cafe, American, Fast Food, Coffee, Continental",Indiranagar,Indiranagar,350.0,Excellent
Bearfoot Cafe,Cafe,4.2,174,600.0,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,300.0,Excellent
Bearful,Casual Dining,3.8,179,1000.0,Yes,No,"Continental, North Indian, Chinese, Pizza",Sarjapur Road,Sarjapur Road,500.0,Average
Bearys Restaurant,Casual Dining,3.3,6,450.0,No,No,"South Indian, North Indian",Frazer Town,Rt Nagar,225.0,Average
Beer Adda,"Casual Dining, Pub",4.2,541,1000.0,Yes,Yes,"North Indian, Chinese, Pizza","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,500.0,Excellent
Beetle Juice Bar - Springs Hotel & Spa,Bar,3.7,64,2200.0,No,Yes,Finger Food,Basavanagudi,Basavanagudi,1100.0,Average
Begin With Us....Tea Time Cafe,Beverage Shop,3.8,36,300.0,Yes,No,"Beverages, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,150.0,Average
Begum'S Biriyani,Quick Bites,3.2,4,500.0,No,No,"Biryani, North Indian, Chinese",Hsr,Hsr,250.0,Average
Behrouz Biryani,Delivery,3.9,114,650.0,Yes,No,Biryani,Mg Road,Residency Road,325.0,Average
Beijing Bites,Casual Dining,2.7,128,850.0,No,No,"Chinese, Thai",Banashankari,Banashankari,425.0,Low
Beir,Casual Dining,2.8,40,800.0,No,No,"Mexican, American",Bannerghatta Road,Bannerghatta Road,400.0,Low
Bekal,Casual Dining,4.0,277,700.0,Yes,No,"Kerala, Mangalorean, Seafood",Indiranagar,Jeevan Bhima Nagar,350.0,Average
Belgian Waffle Factory,Dessert Parlor,4.8,186,400.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,200.0,Excellent
Belgyum,Dessert Parlor,2.8,40,400.0,Yes,No,Desserts,Whitefield,Whitefield,200.0,Low
Bella,Casual Dining,3.9,142,1000.0,Yes,Yes,"Mangalorean, Seafood, South Indian",Banashankari,Jayanagar,500.0,Average
Bella?S Kitchen,Casual Dining,2.9,31,600.0,No,No,"Chinese, Seafood, North Indian",Bannerghatta Road,Bannerghatta Road,300.0,Low
Bellandur Kitchen,Quick Bites,3.4,17,400.0,Yes,No,"North Indian, Chinese",Bellandur,Bellandur,200.0,Average
Belly Deli,Delivery,4.1,178,400.0,Yes,No,"Fast Food, Biryani",Kammanahalli,Frazer Town,200.0,Excellent
Belly Doze,"Takeaway, Delivery",3.6,31,600.0,No,No,"North Indian, Mughlai, Chinese",New Bel Road,New Bel Road,300.0,Average
Belly Squad Food Truck,Food Truck,3.8,55,300.0,No,No,"Chinese, Rolls, Biryani, Momos",Banashankari,South Bangalore,150.0,Average
Benaka Sweets,Sweet Shop,3.3,7,300.0,No,No,Mithai,Rajajinagar,Vijay Nagar,150.0,Average
Bendakaluru Bytes,Quick Bites,3.2,154,300.0,Yes,No,Fast Food,Banashankari,Vijay Nagar,150.0,Average
Bene - Sheraton Grand Bangalore Hotel At Brigade...,Fine Dining,4.2,244,2500.0,No,Yes,"Italian, European, Mediterranean",Malleshwaram,Malleshwaram,1250.0,Excellent
Bengal Biriyani,Quick Bites,2.9,28,150.0,No,No,Biryani,New Bel Road,New Bel Road,75.0,Low
Bengal Sweets,"Sweet Shop, Quick Bites",3.9,40,300.0,No,No,"Mithai, Street Food",New Bel Road,Jalahalli,150.0,Average
Bengali Fun Foods,Casual Dining,3.9,65,600.0,Yes,Yes,"Bengali, North Indian","Byresandra,Tavarekere,Madiwala",Btm,300.0,Average
Bengalooru Tiffany'S,Quick Bites,3.0,38,400.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Bannerghatta Road,Jp Nagar,200.0,Low
Bengaluru Baking Company - Jw Marriott Bengaluru,"Bakery, Cafe",4.3,521,1400.0,No,No,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",Brigade Road,Lavelle Road,700.0,Excellent
Bengaluru Cafe,Quick Bites,3.3,4,150.0,No,No,South Indian,New Bel Road,Sanjay Nagar,75.0,Average
Bengaluru Coffee House,Quick Bites,4.1,201,300.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Banashankari,150.0,Excellent
Bengaluru House,Casual Dining,2.6,21,700.0,Yes,No,South Indian,Hsr,Hsr,350.0,Low
Bengaluru Restaurant,Casual Dining,3.1,22,1500.0,No,No,"North Indian, South Indian",Electronic City,Electronic City,750.0,Average
Bengaluru Square,Quick Bites,3.5,25,300.0,No,No,"Chinese, Beverages, Andhra",Brookefield,Marathahalli,150.0,Average
Bengaluru'S Biryanis Paradise,Quick Bites,3.7,26,300.0,No,No,Biryani,Bellandur,Marathahalli,150.0,Average
Benjarong,Casual Dining,4.2,858,1800.0,Yes,No,"Thai, Asian",Brigade Road,Ulsoor,900.0,Excellent
Benzys,Casual Dining,3.2,6,700.0,No,No,"Arabian, Chinese, Hyderabadi, Kerala","Byresandra,Tavarekere,Madiwala",Btm,350.0,Average
Berakah,Casual Dining,4.0,253,600.0,Yes,No,"North Indian, Mughlai, Chinese",Kalyan Nagar,Hennur,300.0,Average
Berry'D Alive,Dessert Parlor,4.3,1899,400.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,200.0,Excellent
Berrylicious,Dessert Parlor,3.8,89,400.0,Yes,No,"Ice Cream, Desserts, Bakery",Bannerghatta Road,Jp Nagar,200.0,Average
Berrylicious Cafe,"Casual Dining, Cafe",4.1,124,900.0,Yes,No,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",Brigade Road,Mg Road,450.0,Excellent
Best,Quick Bites,3.4,6,400.0,No,No,"Fast Food, Chinese, Street Food",Whitefield,Whitefield,200.0,Average
Best B Restaurant,Quick Bites,3.5,12,400.0,No,No,"South Indian, North Indian, Chinese, Kerala",Kammanahalli,Hbr Layout,200.0,Average
Best Brews - Four Points By Sheraton Bengaluru...,Bar,3.6,27,1500.0,No,No,Continental,Whitefield,Whitefield,750.0,Average
Best In Klass,Quick Bites,3.2,47,200.0,Yes,No,South Indian,Brookefield,Whitefield,100.0,Average
Best Of Bengal,Quick Bites,3.8,230,300.0,Yes,No,Bengali,Bellandur,Marathahalli,150.0,Average
Bettaiah Military Hotel,Quick Bites,3.3,4,250.0,No,No,South Indian,Brigade Road,Shanti Nagar,125.0,Average
Bewiched,Quick Bites,3.4,10,300.0,Yes,No,"Fast Food, Sandwich, Burger","Byresandra,Tavarekere,Madiwala",Hsr,150.0,Average
Beyond Elements,"Casual Dining, Cafe",4.1,859,900.0,Yes,Yes,"Cafe, Italian, Pizza, North Indian",Brookefield,Whitefield,450.0,Excellent
Bfc Family Restaurant,Casual Dining,3.2,426,600.0,Yes,No,"North Indian, Biryani, Chinese, Rolls",Marathahalli,Kaggadasapura,300.0,Average
Bflat Bar,Lounge,3.9,854,1600.0,No,Yes,"North Indian, Chinese, Continental, Bengali",Indiranagar,Indiranagar,800.0,Average
Bg'S Poolside Bar & Grill,"Casual Dining, Bar",4.1,106,1600.0,No,Yes,"Mediterranean, Italian, Mexican",Bellandur,Bellandur,800.0,Excellent
Bhagatram Sweets,Quick Bites,3.4,225,300.0,No,No,"Street Food, Mithai",Lavelle Road,Commercial Street,150.0,Average
Bhagini,Casual Dining,2.0,259,800.0,No,No,"Andhra, South Indian, Chinese, North Indian",Marathahalli,Marathahalli,400.0,Low
Bhagini Icon Boutique Hotel,Casual Dining,3.1,6,600.0,Yes,No,"South Indian, North Indian, Continental",Brigade Road,Indiranagar,300.0,Average
Bhagini Iris,Casual Dining,3.6,115,600.0,No,No,"North Indian, Chinese",Brookefield,Whitefield,300.0,Average
Bhagini Kitchen And Bar,"Casual Dining, Bar",3.8,35,1100.0,No,No,"Andhra, South Indian, Chinese, North Indian",Brookefield,Marathahalli,550.0,Average
Bhaijaan Barbeques,Food Truck,3.4,8,200.0,Yes,No,"Mughlai, Arabian, Bbq",Bannerghatta Road,South Bangalore,100.0,Average
Bhairava Deluxe Hindu Military Hotel,Quick Bites,3.4,4,400.0,No,No,South Indian,Malleshwaram,Rajajinagar,200.0,Average
Bhairaveshwara Military Hotel,Quick Bites,4.1,133,250.0,Yes,No,"South Indian, Hyderabadi",Malleshwaram,Malleshwaram,125.0,Excellent
Bhaiya Ji Food Court,Quick Bites,3.0,16,150.0,No,No,"North Indian, Street Food",Brigade Road,Ulsoor,75.0,Low
Bhaiyajees,"Takeaway, Delivery",3.5,40,300.0,No,No,"North Indian, South Indian",Koramangala 6Th Block,Koramangala 8Th Block,150.0,Average
Bhaiyaji Food Court,Quick Bites,3.3,6,300.0,No,No,"North Indian, Mithai",Brigade Road,Mg Road,150.0,Average
Bhajanka'S Restaurant,Casual Dining,3.6,21,700.0,No,No,"Street Food, North Indian, Continental, Beverages",Kammanahalli,Kammanahalli,350.0,Average
Bhandary'S Kitchen,Delivery,3.6,16,300.0,No,No,North Indian,Mg Road,Koramangala 7Th Block,150.0,Average
Bhanu Hindi Military Hotel,Quick Bites,3.4,7,300.0,Yes,No,South Indian,Rajajinagar,Magadi Road,150.0,Average
Bharanis,Casual Dining,3.5,18,600.0,No,No,"Andhra, Biryani",Old Airport Road,Domlur,300.0,Average
Bharat Kitchen,Quick Bites,3.7,20,300.0,Yes,No,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,150.0,Average
Bharath Restaurant,Casual Dining,3.1,37,450.0,Yes,No,"North Indian, Chinese",New Bel Road,Jalahalli,225.0,Average
Bharathi Dosa Camp,Quick Bites,3.2,7,100.0,No,No,South Indian,Brigade Road,Commercial Street,50.0,Average
Bharathi Refreshments,Quick Bites,3.4,4,300.0,No,No,"South Indian, North Indian",Koramangala 5Th Block,Koramangala 8Th Block,150.0,Average
Bharatkhana,Casual Dining,3.4,6,400.0,No,No,"North Indian, Bengali",Brookefield,Marathahalli,200.0,Average
Bharjari Oota,Casual Dining,3.9,153,350.0,No,No,South Indian,Banashankari,Basavanagudi,175.0,Average
Bharpur Aahar,Quick Bites,3.9,418,200.0,Yes,No,"North Indian, Chinese",Indiranagar,Jeevan Bhima Nagar,100.0,Average
Bhartiya Jalpan,Casual Dining,2.8,40,700.0,No,No,"North Indian, Street Food",Lavelle Road,Commercial Street,350.0,Low
Bhattara Bhojana,Quick Bites,3.6,66,150.0,Yes,No,South Indian,Banashankari,Banashankari,75.0,Average
Bhavani Chats,Quick Bites,3.6,34,100.0,Yes,No,Street Food,Bannerghatta Road,Bannerghatta Road,50.0,Average
Bhavani Chats N Juice,Quick Bites,3.9,91,200.0,Yes,No,"Beverages, Street Food",Basavanagudi,Jayanagar,100.0,Average
Bhavani Military Hotel,Quick Bites,2.8,40,300.0,Yes,No,"Maharashtrian, Mughlai, Fast Food",Frazer Town,Rt Nagar,150.0,Low
Bhavani Restaurant,Casual Dining,3.6,73,500.0,Yes,No,"Mughlai, North Indian, Chinese",Kalyan Nagar,Banaswadi,250.0,Average
Bhavani Sri,Casual Dining,3.0,110,700.0,Yes,No,"Andhra, Biryani, Seafood",Brigade Road,Indiranagar,350.0,Low
Bhavani Upahara,Quick Bites,3.3,9,250.0,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road,125.0,Average
Bhavani Vada Pav,Quick Bites,4.0,106,150.0,Yes,No,Fast Food,Malleshwaram,Yeshwantpur,75.0,Average
Bhavya Military Hotel,Quick Bites,3.5,18,300.0,No,No,South Indian,Bannerghatta Road,Bannerghatta Road,150.0,Average
Bheema'S,Casual Dining,4.0,779,650.0,Yes,No,Andhra,Brigade Road,Church Street,325.0,Average
Bhikaram Chandmal Bhujiawala,Quick Bites,3.0,41,150.0,No,No,"North Indian, Mithai",Indiranagar,Indiranagar,75.0,Low
B-Hive,Pub,4.3,1550,1200.0,No,Yes,"Finger Food, North Indian",Koramangala 4Th Block,Koramangala 1St Block,600.0,Excellent
Bhoja99,Quick Bites,2.8,40,200.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,100.0,Low
Bhojan@99,Quick Bites,2.8,40,200.0,Yes,No,Fast Food,Bannerghatta Road,Bannerghatta Road,100.0,Low
Bhojanam Restaurant,Casual Dining,3.6,196,600.0,No,No,"Andhra, Biryani",Electronic City,Electronic City,300.0,Average
Bhojohori Manna,Casual Dining,3.7,662,650.0,Yes,No,"Bengali, Mughlai",Bannerghatta Road,Jp Nagar,325.0,Average
Bhojon Tripti,Quick Bites,2.9,24,300.0,Yes,No,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road,150.0,Low
Bhookha Sher,Quick Bites,3.2,34,350.0,Yes,No,"North Indian, Fast Food",Old Airport Road,Old Airport Road,175.0,Average
Bhr Foods,Quick Bites,3.4,7,350.0,Yes,No,"North Indian, Chinese, Continental, Biryani, Thai",Brookefield,Whitefield,175.0,Average
Bhukkad,Quick Bites,3.1,7,250.0,No,No,"Healthy Food, Fast Food",Bannerghatta Road,Bannerghatta Road,125.0,Average
Bhukkads,Casual Dining,3.2,63,400.0,Yes,No,"Chinese, North Eastern",Electronic City,Electronic City,200.0,Average
Bhukkhad Baba,Quick Bites,3.6,132,250.0,Yes,No,"North Indian, Beverages",Jayanagar,Jp Nagar,125.0,Average
Bhuvaneshwari Mess,Quick Bites,2.8,40,250.0,No,No,"South Indian, North Indian, Biryani",Kalyan Nagar,Kalyan Nagar,125.0,Low
Bib - Breakfast In The Box,Delivery,3.5,41,600.0,Yes,No,"American, Sandwich",Frazer Town,Kammanahalli,300.0,Average
Bib-Breakfast In The Box,Delivery,3.7,61,600.0,Yes,No,"American, Sandwich",Brookefield,Whitefield,300.0,Average
Biere Societee,Pub,4.2,320,1500.0,No,Yes,"Asian, Continental, European",Whitefield,Whitefield,750.0,Excellent
Bierekraft,Bar,4.2,746,1600.0,No,Yes,"Continental, North Indian, Asian",Marathahalli,Marathahalli,800.0,Excellent
Biergarten,"Microbrewery, Pub",4.7,6865,2400.0,No,Yes,"Continental, European, Bbq, Chinese, Asian",Brookefield,Whitefield,1200.0,Excellent
Big Apple Restaurant,Quick Bites,3.2,4,300.0,No,No,"North Indian, Chinese, Pizza, Burger",Electronic City,Electronic City,150.0,Average
Big Bite,"Quick Bites, Beverage Shop",4.0,555,400.0,Yes,No,"Fast Food, Street Food, Beverages, Chinese",Rajajinagar,Vijay Nagar,200.0,Average
Big Bites,Quick Bites,3.6,21,200.0,No,No,"Chinese, Fast Food",Basavanagudi,Jayanagar,100.0,Average
Big Bowl Theory,Delivery,3.1,27,400.0,No,No,Continental,Hsr,Koramangala,200.0,Average
Big Box Theory,Delivery,3.6,11,550.0,No,No,"Salad, Healthy Food, Fast Food",Koramangala 4Th Block,Ejipura,275.0,Average
Big Chick Fried Chicken,Quick Bites,3.5,11,400.0,Yes,No,Fast Food,Marathahalli,Kaggadasapura,200.0,Average
Big Chicken,Quick Bites,3.9,110,400.0,Yes,No,Fast Food,Kalyan Nagar,Kammanahalli,200.0,Average
Big Fat Brownie,"Takeaway, Delivery",3.4,6,400.0,Yes,No,"Bakery, Sandwich",Koramangala 5Th Block,Hsr,200.0,Average
Big Foody'S,Delivery,3.2,4,500.0,No,No,"North Indian, Chinese, South Indian, Fast Food",Koramangala 4Th Block,Koramangala 8Th Block,250.0,Average
Big Mama,Cafe,3.3,6,600.0,No,No,"Cafe, Continental, Italian",Hsr,Hsr,300.0,Average
Big Mishra Pedha,Sweet Shop,2.9,23,250.0,Yes,No,Mithai,Banashankari,Jayanagar,125.0,Low
Big Mummy,Quick Bites,3.9,214,400.0,Yes,No,"Fast Food, Biryani",Indiranagar,Indiranagar,200.0,Average
Big Pitcher,"Pub, Microbrewery",4.6,9272,1800.0,No,Yes,"American, Continental, North Indian, Mediterranean",Old Airport Road,Old Airport Road,900.0,Excellent
Big Straw Blast,Beverage Shop,3.5,6,150.0,Yes,No,Beverages,New Bel Road,Sahakara Nagar,75.0,Average
Big Wong Xl,Casual Dining,4.5,678,1400.0,No,Yes,"Chinese, Sushi, Asian, Thai","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,700.0,Excellent
Biggies Burger 'N' More,Cafe,3.8,63,650.0,Yes,No,"Cafe, Burger, Beverages",Brookefield,Marathahalli,325.0,Average
Bihar Bhojanalaya,Quick Bites,3.1,14,200.0,No,No,"North Indian, Bihari",New Bel Road,New Bel Road,100.0,Average
Bihar Ki Shan,Quick Bites,3.8,347,300.0,Yes,No,North Indian,Hsr,Hsr,150.0,Average
Bikaner Jn,Quick Bites,3.9,85,300.0,Yes,No,Rajasthani,Bannerghatta Road,Jp Nagar,150.0,Average
Bikaner Sweets,Sweet Shop,3.7,63,150.0,Yes,No,"Mithai, Street Food",New Bel Road,Sahakara Nagar,75.0,Average
Bikaneri Sweets,Sweet Shop,3.4,19,250.0,Yes,No,"Mithai, Street Food",Bannerghatta Road,Bannerghatta Road,125.0,Average
Billionaires Cafe,Cafe,3.8,47,600.0,No,No,"Cafe, Italian",Jayanagar,Koramangala 5Th Block,300.0,Average
Bindu Garden Bar & Restaurant,Casual Dining,3.1,36,550.0,Yes,No,"North Indian, Chinese",Hsr,Hsr,275.0,Average
Bingejoy!,Kiosk,3.6,16,100.0,Yes,No,"Biryani, Chinese, Fast Food",Bannerghatta Road,Jp Nagar,50.0,Average
Birbal Darbar,Casual Dining,4.1,317,600.0,No,No,"North Indian, Chinese, Biryani",Sarjapur Road,Sarjapur Road,300.0,Excellent
Birinz,Casual Dining,4.1,292,700.0,Yes,No,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Bannerghatta Road,Btm,350.0,Excellent
Biriyani & Kabab Corner,Quick Bites,2.8,40,350.0,No,No,"Biryani, North Indian, Chinese",Marathahalli,Marathahalli,175.0,Low
Biriyani Adda,Quick Bites,2.8,40,350.0,Yes,No,"Biryani, Fast Food",Hsr,Bellandur,175.0,Low
Biriyani Angadi,Quick Bites,3.2,7,200.0,No,No,Biryani,Bannerghatta Road,Btm,100.0,Average
Biriyani Bhatti,Quick Bites,3.7,21,400.0,Yes,No,"Chinese, Hyderabadi, North Indian",Bannerghatta Road,Btm,200.0,Average
Biriyani Bungalow,Casual Dining,3.1,4,600.0,Yes,No,"Biryani, North Indian",Bellandur,Hsr,300.0,Average
Biriyani Combo 99,Quick Bites,2.8,40,300.0,No,No,Biryani,Indiranagar,Indiranagar,150.0,Low
Biriyani Fest,Delivery,2.8,33,700.0,Yes,No,"Biryani, North Indian, Chinese",New Bel Road,New Bel Road,350.0,Low
Biriyani House,Casual Dining,3.6,27,400.0,Yes,No,Biryani,Bellandur,Bellandur,200.0,Average
Biriyani Hub,Delivery,3.0,30,400.0,Yes,No,"Fast Food, Biryani, Seafood, South Indian",New Bel Road,New Bel Road,200.0,Low
Biriyani Mane,Casual Dining,3.7,158,700.0,Yes,No,"Biryani, Chinese, North Indian",Bannerghatta Road,Jayanagar,350.0,Average
Biriyani Nights,"Takeaway, Delivery",2.9,119,500.0,Yes,No,"Biryani, Kebab, Continental",Frazer Town,Kammanahalli,250.0,Low
Biriyani Paradise,Casual Dining,3.5,18,550.0,No,No,"North Indian, Kerala, Biryani, South Indian",Electronic City,Electronic City,275.0,Average
Biriyani Section,Quick Bites,2.8,40,300.0,Yes,No,"Biryani, North Indian",Brookefield,Whitefield,150.0,Low
Biriyani Zone,Casual Dining,3.7,22,800.0,Yes,No,"Biryani, North Indian, Chinese, Seafood",Old Airport Road,Cv Raman Nagar,400.0,Average
Biriyani'S House,Quick Bites,2.8,40,200.0,Yes,No,"Biryani, North Indian",Hsr,Hsr,100.0,Low
Biriyaniz,"Takeaway, Delivery",3.4,301,400.0,Yes,No,"Biryani, North Indian, Chinese, Andhra","Byresandra,Tavarekere,Madiwala",Hsr,200.0,Average
Biriyummy,Quick Bites,3.3,6,250.0,No,No,"Biryani, Kebab",Kalyan Nagar,Banaswadi,125.0,Average
Biryani & Kabab,Quick Bites,3.2,4,150.0,No,No,Biryani,Brookefield,Whitefield,75.0,Average
Biryani & Kabab Corner,Casual Dining,3.7,32,450.0,No,No,"North Indian, Chinese, Biryani, Andhra",Marathahalli,Marathahalli,225.0,Average
Biryani Affair,Delivery,3.5,147,350.0,Yes,No,Biryani,Hsr,Hsr,175.0,Average
Biryani Bar,Delivery,2.8,40,300.0,Yes,No,Biryani,Brookefield,Whitefield,150.0,Low
Biryani Bazar,Quick Bites,3.3,4,250.0,No,No,Biryani,Indiranagar,Indiranagar,125.0,Average
Biryani Bowl,Kiosk,3.3,10,550.0,No,No,"Biryani, Andhra",Whitefield,Whitefield,275.0,Average
Biryani Club,Quick Bites,2.9,31,400.0,No,No,"South Indian, Biryani",Indiranagar,Jeevan Bhima Nagar,200.0,Low
Biryani Darbar,Casual Dining,3.3,12,600.0,Yes,No,"Biryani, Chinese",Electronic City,Electronic City,300.0,Average
Biryani Dawat,Quick Bites,2.8,40,400.0,No,No,"Biryani, Hyderabadi","Byresandra,Tavarekere,Madiwala",Btm,200.0,Low
Biryani Day,Casual Dining,3.7,751,500.0,Yes,No,"North Indian, Chinese, Biryani, Andhra",Brookefield,Marathahalli,250.0,Average
Biryani Durbar,"Takeaway, Delivery",3.7,128,400.0,Yes,No,"Biryani, North Indian",Bannerghatta Road,Bannerghatta Road,200.0,Average
Biryani Empire,Quick Bites,3.0,8,400.0,Yes,No,Biryani,New Bel Road,New Bel Road,200.0,Low
Biryani Express,Casual Dining,3.7,71,600.0,Yes,No,"Biryani, North Indian",Whitefield,Whitefield,300.0,Average
Biryani Factory,Delivery,2.9,14,400.0,Yes,No,Biryani,Marathahalli,Whitefield,200.0,Low
Biryani Feast,Delivery,2.9,132,600.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,300.0,Low
Biryani Foodies,Quick Bites,3.1,7,500.0,Yes,No,"Biryani, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,250.0,Average
Biryani House,Casual Dining,3.5,11,600.0,Yes,No,"Andhra, Biryani, Chinese, North Indian",Bellandur,Bellandur,300.0,Average
Biryani Hub,Quick Bites,3.2,87,600.0,Yes,No,"North Indian, South Indian, Biryani",Kalyan Nagar,Nagawara,300.0,Average
Biryani Hut,Quick Bites,3.5,9,300.0,Yes,No,"North Indian, Biryani",Bellandur,Sarjapur Road,150.0,Average
Biryani Joint,Quick Bites,3.3,4,200.0,No,No,"South Indian, Biryani",Kalyan Nagar,Kammanahalli,100.0,Average
Biryani Junction,Quick Bites,2.3,298,450.0,Yes,No,"Biryani, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,225.0,Low
Biryani Khazana,"Takeaway, Delivery",3.0,10,600.0,Yes,No,Biryani,Indiranagar,Indiranagar,300.0,Low
Biryani Kitchen,Food Court,4.3,627,450.0,Yes,No,Biryani,Brookefield,Whitefield,225.0,Excellent
Biryani Knights,Delivery,3.6,21,300.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Jp Nagar,150.0,Average
Biryani Lakhnawi,Quick Bites,3.6,13,500.0,No,No,"Lucknowi, Biryani",Brookefield,Marathahalli,250.0,Average
Biryani Magic,Quick Bites,3.5,31,300.0,Yes,No,"North Indian, Biryani",Bannerghatta Road,Btm,150.0,Average
Biryani Mandra,"Takeaway, Delivery",3.8,70,500.0,Yes,No,"Seafood, Salad, North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,250.0,Average
Biryani Mane,Quick Bites,3.6,66,600.0,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli,300.0,Average
Biryani Miya,Delivery,2.9,15,600.0,Yes,No,"Biryani, North Indian",Marathahalli,Marathahalli,300.0,Low
Biryani Nights,Quick Bites,3.5,20,400.0,Yes,No,"South Indian, North Indian, Chinese",Jayanagar,Bannerghatta Road,200.0,Average
Biryani Palace,Casual Dining,3.6,37,750.0,Yes,No,"Biryani, North Indian, Chinese",Kalyan Nagar,Nagawara,375.0,Average
